uid,uname,出度,入度,所涉领域,是否认证,认证原因,关注数,粉丝数,微博数,简介,标签,地址,性别,主页,生日,注册时间,公司,学校,cluter_result
5399880245,窗关不住旧忆,4,15,1,False,,55,43,192,凡夫俗子！信仰：命运不是风，来回吹！,,广东 深圳,女,,167,41978,,,2
3826167928,毒舌扒爷,0,15,1,True,微博2020十大影响力娱乐大V知名娱乐博主娱乐综艺视频自媒体,575,5404283,11274,工作请联系QQ：234489397,"娱乐,演员,深扒影视圈,娱乐八卦,八卦杂谈,娱乐圈,八卦","广东,广州",男,,,41548,,,3
3505249035,舒秋教做好女人,6,15,1,True,华盖创意（GettyImagesChina）签约摄影师,142,103605,424,克莱登大学哲学系博士,"咏叹调,辩论,摄影控,电影,视频音乐,穿衣美容,文艺",海外,女,,38154,41427,,,3
3325704142,李永乐老师,0,15,1,True,教育博主,526,5308897,1235,"中学教师，西瓜视频创作人，科普博主。,中小学课程在美提课堂www.mtketang.com","教育工作者,科普爱好者","北京,海淀区",男,,,41378,,清华大学,3
3311669083,科技资讯君,0,15,1,True,知名数码博主,66,2097824,1457,知名数码博主,"科技新一,IT互联网,手机,科技资讯,科技控,知名数码博主",江西,男,,射手座,41381,,,3
2858715142,王德培,0,15,1,True,福卡智库首席研究员王德培,411,88383,70567,"岗位：福卡智库首席经济学家；工作：破解复杂；,原则：客观、冷静、中性、实证；,详情：http://www.forecast.org.cn",,上海,男,,,41093,,,0
2670786875,胖脸儿郭郭,0,15,1,True,母婴育儿博主微博VLOG博主,625,57962,630,"合作私信,VX：jiqimao1207","潮流,旅游,名人明星,穿衣美容,美食",山东,女,,44172,41496,,,3
2660655043,超级Leo_,0,15,1,True,数码博主数码视频自媒体,509,316951,6192,非知名科技八卦小编。每周三铁粉红包、周五铁粉抽奖，周日粉丝大抽奖，欢迎参加。产品体验联系请私信,"汽车达人,IT数码","广东,广州",男,,,40981,,,3
2559106827,剑南小生,4,15,1,True,读物博主,147,111540,30326,别再想见我,"历史学,许光汉,CP,摄影爱好者,嵩夏党,多元性别","台湾,台北市",男,,33177,40907,,中國文化大學,3
2143144905,全球热门视频,1,15,1,True,知名搞笑幽默博主,268,2434644,37397,网罗全网视频，你喜欢看的这里都有！商务合作请加QQ：852299511,"有趣的事,奇趣,趣味","广东,广州",女,,,40688,,,3
2126034191,文娱大事件,0,15,2,True,知名娱乐博主微博娱评团成员知名电影博主娱乐综艺视频自媒体,365,6271507,10633,文娱产业观察者，娱乐价值发现者，投稿请私信。,"文娱大事件,娱评人,综艺,娱乐头条,娱乐资讯,电视,电影,娱乐,明星","北京,东城区",男,,,40672,,,3
2063525503,电竞召唤师,0,15,1,True,知名游戏博主电竞超话主持人游戏视频自媒体,157,1854350,27741,一个立志成为艺术家的游戏博主。,"电子竞技,艺术家,腾讯,资讯,电竞,搞笑,德玛西亚,LOL,英雄联盟,游戏",海外,男,,,40636,,北京大学,3
1988127344,扒贴菌,0,15,1,True,知名情感博主,132,3397141,8917,KQ你的每一份心情，菌都会很珍惜,,,,,,,,,1
1795548274,中时,0,15,1,True,微博故事原创作者资讯视频自媒体,392,71863,8550,中国时事,"天涯社区,听歌,电影,旅行,80后",台湾,男,,,40438,,北京科技大学,3
1724145252,主播杨蕾,1,15,1,False,,2029,244233,27263,"Sometimes,fearless","无偶像派,理工崇拜者,间歇性蠢货,成年长袜子皮皮,一个一,旅行,爱的号码牌微群",上海,女,,,40270,,复旦大学,2
1684388950,郎咸平,0,15,1,True,经济学家郎咸平,17,17539584,1401,学者,"极视智库专家,经济学家",上海,男,,,40198,,,3
1345200083,北京楼少,3,15,1,True,知名房产博主,2149,331623,14274,京楼永不眠,法律,"北京,朝阳区",男,,44104,40604,,中国人民大学,3
1233488674,王才亮律师,2,15,1,True,才良律师事务所主任王才亮头条文章作者,3531,897711,47280,"一个追求公平正义的非著名律师。作为律师，我们主要是寻找并提出解决问题的方案与建议。地址:北京西城区太平街6号E座318室。手机,13366150901。",,北京,男,,19845,40053,,,0
7438898855,一个有思想的直男癌,26,14,1,False,,351,20,3424,以中立者视角揭露一切隐藏在自由、平等下的性别压迫阴谋。,,其他,男,,,43939,,,1
7390575177,科技大俊,0,14,1,True,互联网科技博主,493,838269,1111,没头脑,,四川,男,,36454,43872,,重庆商学院,0
7361280050,迷人的小青蛇,3,14,1,False,,366,727,1238,"imagine,how,tired,we,are",,其他,女,,,43823,,,1
5948254322,山东抟物家政,5,14,1,True,山东抟物家政服务有限公司,997,12155,363,我是一名爱动脑的体力劳动者,生活服务-家政服务,,,,,,,,4
5671894558,草莓味的泰泰呐,1,14,1,False,,78,23,201,在校学生,,其他,女,,,42224,,,1
5663813483,小叶测评,0,14,1,True,数码博主微博故事红人,445,2018507,3261,不知名数码博主,"原创,数码控,IT互联网,数码产品,手机,科技数码,数码达人,开箱测评,种草,数码测评",广东,男,,巨蟹座,42214,,,3
5648507852,槽值,1,14,1,True,头条文章作者微博签约自媒体,1855,4321073,13933,网易原创栏目《槽值》。,"槽值,八卦吐槽,情感交流","北京,海淀区",女,,34700,42194,,中国人民大学,3
5290059232,头上YO只角,0,14,1,False,,53,33650,6964,不！混！饭！圈！的！老！可！爱！,爱电影,天津,女,,32618,41896,,,2
3734773501,给我辣妹可以吗,0,14,1,True,设计美学博主,2168,3716,1650,接稿接印花,"微博奇葩,搞笑幽默,萌宠",江苏,男,,36095,41507,,,3
3731121581,汪小龙Michael,0,14,2,True,互联网科技博主,346,343675,1800,"计算机科学与技术,Java/Python/JavaScript","科技创新,人工智能,互联网","安徽,合肥",男,,,41506,,合肥工业大学,3
3714499182,影在郑州,0,14,1,True,摄影博主中国图库签约摄影师,979,101568,510,"🇮🇪Dublin🇮🇪|,☀️,学生👨‍🎓五年摄影人｜评论员","摄影控,Lifestyle,媒体,传媒,文字,摄影爱好者,创意设计,影视,爱旅游,爱电影","河南,郑州",男,,天秤座,41506,,河南财经政法大学,3
3032169305,royalblue-goguma,1,14,1,True,知名娱乐博主娱乐综艺视频自媒体微博剪辑视频博主,1483,286278,69580,"本人丰富,无法简介✨（多担,慎关）",娱乐,海外,女,,处女座,41204,,,3
2949913420,股海光头520,0,14,1,True,安徽美通资产管理有限公司董事长微博股评师知名财经博主,1063,765419,40938,"输出股市热点，分析股市行情,挖掘具有爆发力的上市公司","策划人,分析师,媒体人,私募界,股票投资,投資理財","安徽,合肥",男,,,41135,输出股市热点，分析股市行情挖掘具有爆发力的上市公司,安徽财经大学,3
2895759815,老铁说股,0,14,1,True,知名财经博主财经视频博主,10093,294525,19774,微博“老铁说股”、超话“老铁说股”“今日行情”、话题#老铁说股#提及内容不构成实质性投资建议，据此操作，风险自担。微博内容如有侵权，立即删除。,"管理,完美主义,执着","天津,北辰区",男,,狮子座,41244,,南开大学,3
2709087277,乡下老白菜,3,14,1,True,知名财经博主微博原创视频博主头条文章作者,226,73738,18595,预见未来，做好家庭财务规划与传承。,"摄影爱好者,狮子座,微博奇葩,投资理财,光伏,太阳能光伏,光伏发电,营销","上海,黄浦区",男,,,41008,,,3
1903548543,娱乐扒叔,0,14,1,True,知名娱乐博主娱乐综艺视频自媒体,,,,,,,,,,,,,1
1849808025,哇科技,0,14,1,True,数码博主头条文章作者微博签约自媒体,1786,812668,10202,热爱科技、互联网、数码，也会分享生活的日常。有事直接私信，基本会很快回复！,自媒体,海外,男,,34854,40488,,,0
1820373721,可爱的海盗船长captain,0,14,1,True,历史博主,499,63873,6498,信而好古，敏以求古。爱滑雪、爱音乐、爱人文。,"自由,旅游,电影",其他,男,,,40437,,,4
1729014640,科学网,0,14,1,True,科学网官方微博,497,1220226,33219,全球华人科学社区，中国科学报社出品，网址：www.sciencenet.cn,媒体网站,,,,,,,,4
1654145491,南瓜在普吉,8,14,1,True,虾米音乐创始人,,,,虾米音乐创始人,,,,,,,,,1
1327306000,林毅没有V,0,14,1,True,长城证券杭州分公司投资经理新浪财经签约主播头条文章作者微博签约自媒体,1705,266643,11274,"居安思危,因上努力,果上随缘",,"浙江,杭州",男,,30833,40172,,,0
7413903740,没错我就是拳师,5,13,1,False,,1703,2214,597,姐妹们，别把世界拱手相让,,北京,女,,7064,43906,,,2
7047916894,员外9527,0,13,1,True,搞笑幽默博主,274,201421,2971,,"音乐发烧友,街舞,法律",海外,男,,33640,43549,,北京师范大学,3
6872478171,腾讯微保,0,13,1,True,腾讯旗下保险代理平台,72,442528,1312,,金融服务-保险,,,,,,,,4
6615619443,圈内颜狗,0,13,1,True,微博电视团成员娱乐博主,450,1519180,5175,颜狗一枚，长得好看的我都爱！合作请私信。,"娱乐,娱乐圈,娱乐八卦",北京,女,,34608,43310,,中央戏剧学院,3
6587004759,服哥,0,13,1,True,搞笑幽默博主微博剪辑视频博主,507,131015,1974,集骚气和逗比于一身的男子,,福建,男,,巨蟹座,43280,,,0
6522228067,魔年微凉,1,13,1,True,视频博主,595,158454,2753,,,山西,男,,天秤座,43197,,太原理工大学,0
6244155475,花容霍容小椰蓉,1,13,1,False,,88,475,5197,“我的起死回生是一次失败🌙”,,北京,女,,35781,42866,,,2
6241127361,颜王大话重庆楼,1,13,1,True,知名房产博主,,,,我吃火锅你吃火锅底料,,重庆 渝中区,男,,31204,42864,,,0
6083376813,庐州城记,0,13,1,True,房产博主,66,318504,2037,互不说话的日子里，你在干嘛？,环保,安徽,男,,33067,42711,,,3
5754187334,邵群过来麻麻给你把头打掉,0,13,1,False,,596,188,643,呵,名人明星,"北京,丰台区",女,,37272,42317,,,2
5750548129,经典搞笑君,0,13,1,True,知名搞笑幽默博主,114,10640038,16239,合作推广请加qq：1204410260,"冷笑话,搞笑,搞笑幽默",北京,男,,,42315,,,3
5744676796,淄博看点,1,13,1,True,本地资讯博主（淄博）娱乐博主问答答主,542,20297,533,随时记录城市生活，传递正能量,"爱睡觉,吃货一枚,喜欢音乐,娱乐八卦,淄博交友,淄博爆料,淄博同城","山东,淄博",男,,白羊座,42309,,山东大学,3
5534976700,天邢者一踏雪寻牛,0,13,2,True,知名财经博主头条文章作者微博签约自媒体,5308,849016,28950,专业指导，让投资更安全、省心！,"王力宏,洛阳生活,兰州生活,吉林生活,bigbang,移动互联网,房地产,计算机",四川,男,,24907,42130,,北京工商大学,3
5067420173,绿瓜皮不甜大饼不酸-西子露露,0,13,1,True,娱乐博主瓜皮不甜大饼不酸超话主持人,2687,133483,8359,,网络营销,其他,女,,34554,41709,,,4
5046042328,HoomanMe视频,0,13,1,False,,85,3339,1140,翻译/推送海外视频，和大家分享动物/电影/以及海外趣闻，偶尔自己剪辑视频图大家一乐,,其他,女,,33230,41692,,,1
2883168354,如行于夜丶,0,13,1,False,,85,322,104,最大的心安，是自律、温柔和爱自己,"设计师,荆州人,独立,天蝎座","湖南,长沙",男,,35007,41119,,武汉传媒学院,2
2823776192,先森物语,1,13,1,True,知名数码博主微博牧场计划合作达人微博原创视频博主资讯视频自媒体,1525,539206,31782,飞机杯测评师，情趣用品测评博主，热搜观点达人,"IT,数码,双鱼,互联网,微博控,媒体,科技,交朋友,旅游,文艺",甘肃,女,,34403,41065,,,3
2636530687,斑比和猫,13,13,1,False,,222,212,4367,とりゃ！とりゃ！,"梦想,旅游美食,自由,90后","海外,奥地利",女,,35212,40958,,,2
2608714913,看客inSight,0,13,1,True,网易文创·看客,549,126942,1541,公众号：看客inSight（id：pic163）商务合作请联系邮箱：netease-mcn@service.netease.com,文化体育-其它,,,,,,,,4
2564668917,互联网科技潮人,0,13,1,True,互联网科技博主,302,2249346,4514,专注于互联网科技前沿资讯、行业趋势观察、行业动态分析。,"互联网资讯,大数据,IT行业,数码,科技,互联网","上海,徐汇区",男,,35234,40912,,,3
2365849183,娱圈宝宝,0,13,1,True,知名娱乐博主,140,11374196,626,这是一个只说大实话的娱圈宝宝。,"八卦,明星综艺,娱乐圈,娱评人",海外,男,,狮子座,40819,,,3
2343014623,衝鋒号角,0,13,1,True,视频博主问答答主,10,386078,15592,如需联系加Q：1716308583,"工作,北京,管理",海外,女,,,40791,,中国人民解放军国防大学,3
1907582797,阿银没烦恼,0,13,1,False,,184,270,126,著名电视剧、电影观众,,河南,女,,34470,40543,,,2
1880927244,威锋网,0,13,1,True,威锋网官方微博,702,5079348,115251,科技媒体&苹果用户互动交流社区,媒体网站,,,,,,,,4
1749224837,IT工程师,2,13,1,True,微博知名科技博主头条文章作者微博签约自媒体,409,1814831,23712,专注数码、科技、生活，移动互联网。,"IT數碼,病毒,互联网,骇客,技术宅,安全,云安全,Hacker,漏洞,黑客","北京,东城区",女,,33905,40330,,,3
1741458703,背德典範書,5,13,1,False,,292,25259,8819,FRAGILE,"陈平,一人圈,巴蒂斯图塔,只谈风月,阿根廷",海外 俄罗斯,男,,,40312,,,2
1692290435,Leonie梁,0,13,1,True,财经记者,337,325349,1469,不为俗尘洒一物，只为美酒动心弦,"人大附中,音乐控,纠结处女座,首都师范大学,十一学校,大力婉,绿裙子控,慢性拖延症患者,北京妞儿","北京,海淀区",女,,32017,40218,,中国传媒大学,3
1659928803,娱扒光,0,13,1,True,微博知名娱乐博主微博娱评团成员,1055,4882384,20196,娱乐热点新闻话题_最近国内娱乐新闻热点_第一时间了解娱乐圈新鲜事，爆料请私信,"娱乐八卦,娱乐资讯,娱乐节目,娱乐新闻,娱乐百分百,娱乐圈,娱乐时尚,娱乐八卦控,娱乐八卦资讯",北京,女,,29336,40323,,北京电影学院,3
1649252577,创业邦杂志,0,13,1,True,《创业邦》杂志官方微博,1948,1604119,76925,精选关于创新、科技、资本、管理的最新资讯与观点。官网：www.cyzone.cn微信公众号：ichuangyebang商业...,杂志-商业财经,,,,,,,,4
1632060204,蔻蔻梁,4,13,1,True,写作者云微签约星达人知名旅游博主微博签约自媒体,307,1476543,16600,新书《假装好吃》要上架啦,"拾荒者,逛荡,双鱼座鉴别者,shuang,yu,傲娇别扭易炸毛,绝非旅行作家,网络梗不耐受,树小姐",广东,女,,双鱼座,40106,,,3
1459358890,破破的桥,1,13,1,True,新浪名博知名校园博主微博签约自媒体,2106,1155484,14778,本博主要研究网络舆论，欢迎大家探讨。,"忽悠,税权,本博能提高智力,创业者,Startup,网络传播,ytht,一塌糊涂,潜台词,网站运营","海外,美国",男,,,40500,,北京大学,3
1002224393,老陶在路上,0,13,1,True,记者微博原创视频博主,359,762723,11235,"商业合作请发邮件至,958585270@qq.com","新闻,社会时事","北京,朝阳区",男,,,40313,,,3
7004651876,王孟源dudu,0,12,1,True,观察者网专栏作者,114,232995,2105,哈佛物理博士，巴黎银行，瑞士联合银行经理（2001年发明世界第一个全自动交易程式）瑞士信托经理。兴趣——经济，军事和历史,事實與邏輯,"海外,美国",男,,23976,43517,,国立清华大学,3
6909366735,易辩-小法师,0,12,1,True,法律博主,806,28101,235,只会搓火球🔥,,北京,男,,天秤座,43464,,中国政法大学,0
6703270555,最娱,0,12,1,True,微博娱评团成员娱乐博主,1551,9002065,5481,,,北京,男,,34003,43359,,,0
6613432472,倒大霉bot,3,12,1,True,游戏博主,1465,17765,7100,在局域网分享您的操蛋事儿,,上海,男,,43569,43308,,,0
6580592090,平良也,6,12,1,False,,,,,,,,,,,,,,1
6518902792,废物少女安利社,0,12,1,False,,709,51944,4377,我要快乐～,,北京,女,,43192,43192,,,2
6511176167,娱婆,0,12,1,True,知名娱乐博主微博电视团成员电视剧视频自媒体,1164,10351315,12221,,电视剧,"北京,朝阳区",女,,32947,43181,,北京联合大学,3
6343246852,宝叔商业评论,1,12,1,True,知名财经博主,1224,863996,9303,个人追求最大自身利益的行为，常常并不能导致实现社会的最大利益，也常常不能真正实现个人自身的最大利益。,,北京,男,,,42957,,,0
6064184195,高峻谦fy,0,12,1,False,,596,3148,870,反婚反育反代孕。不压迫，不示弱，不退让。🌈,,"北京,海淀区",女,,43904,42687,,,2
5656799710,普罗萨克,3,12,1,True,知名电影博主电影视频自媒体,398,2084087,8882,知名死亡博主,,北京,女,,74,42204,,,0
5518417527,海博财经,0,12,1,True,京凯力官方微博,226,49369,5672,解密扑朔迷离的财经世界；暗战波云诡谲的资本江湖。,金融服务-其他,,,,,,,,4
5134199322,雁归塞北,0,12,1,True,军事博主军事视频自媒体,652,115688,2553,,,,男,,,,,,1
5132930861,笨笨搞机,0,12,1,True,知名数码博主微博原创视频博主微博签约自媒体,521,1798745,23479,随心、随性、随缘，个人微博传输个人观点，请勿过分解读……QQ:2579349049，电话:17600842753，邮箱imsocial@inmyshow.com,"房产,IT数码",重庆,男,,34366,41765,,,3
5076516542,新浪爱问医生,0,12,1,True,新浪爱问医生官方微博,8148,7419166,35561,微博健康医疗垂直运营方，新浪健康官方运营。微博上的健康医疗大V悉数加盟旗下的爱问医生平台，医生的微博...,新浪产品-内部账号,,,,,,,,4
3630651037,鹿医生你忘了剪月齐带,0,12,1,True,鹿晗超话粉丝大咖综艺博主,536,11593,16901,nmsl,,上海,女,,32983,41492,,北京大学,0
3552641613,冰汤圆咯咯,1,12,1,False,,431,1296,1896,是满足的猪，是睡渴的狗,"美食,搞笑幽默,视频音乐",其他,女,,35332,41446,,,1
3468000640,生态梦人,15,12,1,True,山东环保基金会秘书长环保部宣教中心环境公众参与研究员王必斗,9045,2682836,31200,坚持＂爱国、公益、理性、专业＂的公益环保宗旨，动员、组织、凝聚社会各界力量，为弘扬生态文化，推进生态文明尽微薄之力。,"投资理财,新闻资讯",山东,男,,,41409,,,3
3156803063,疯魔娱乐,1,12,2,True,微博签约自媒体,300,9120075,6214,微信公众号【疯魔电影】【fengmodianying】 更多好电影推荐！,"娱乐,文艺",海外,男,,30932,41235,,,3
2182231263,数码先生,0,12,1,True,微博原创视频博主,819,1554826,25292,有趣的灵魂，满溢的才华。（业务合作请私信）,"移动互联网,北京生活,IT互联网,电脑,低调,开朗,热爱生活,创意设计,爱电影,爱旅游","北京,海淀区",男,,44111,40720,,,3
1944375784,大象军视,1,12,1,True,知名军事博主视频博主头条文章作者微博签约自媒体,986,578680,50478,认真、执着、真诚、率性。争取每天第一时间将国内外的焦点时事、突发事件给大家分享。着重介绍中东地区正在发生的战事！,"上网,户外,爱生活,运动,军事,茶,爱美食",福建,男,,摩羯座,40682,,,3
1923886253,木村师哥,0,12,1,True,科学科普博主,94,399481,683,只此一个帐号，无小号，不算命不算命不算命。,"爱动物,爱吃饭,爱发呆","海外,美国",女,,狮子座,40560,,,3
1616722825,野比小熊熊,0,12,1,False,,,,,,"新闻趣事,咏春拳,外汇保证金交易,期货,美股交易员","海外,英国",男,,33808,40827,,,2
1265708323,何新老家伙,2,12,1,True,第十二届全国政协委员何新,793,441813,17493,俺就是一个老傻，每天发呆，很好玩欧,"文字控,开心",北京,男,,,40235,,,3
7051389521,明天的你更红,0,11,1,True,情感博主情感两性视频博主,1513,111025,2388,坦然面对自己，一切事物皆为云烟,,广东,男,,34990,43551,,四川大学,0
6677930820,A股你莫愁,0,11,1,True,知名财经博主,59,133652,2472,说人话，讲股事（微博唯一账号）,,"上海,黄浦区",女,,34064,43346,,,0
6386268477,糖醋带娱,1,11,1,True,娱乐博主,985,1667109,4485,合作qq：493636277,,海外,女,,狮子座,43027,,,0
6313455221,读书信条,0,11,1,True,知名读物博主,684,1003041,7592,书籍如灯塔屹立在时间的汪洋大海中，指引方向，给你力量！,"看书,文艺,书籍,写作,青春,文字","山东,烟台",女,,35047,42925,,,3
5963539155,数码IT菌,0,11,1,True,数码视频自媒体,75,1626583,921,知名数码博主,"数码,科技,数码资讯,科技资讯,资讯,IT互联网,科技数码,数码达人","广东,深圳",女,,34449,42542,,,3
5872605952,DrG科学育儿,2,11,1,True,微博育儿视频博主,201,3546144,2643,"给你更需要的育儿干货。,商务联系vx：CC522601420,公众号：imingbailema","自媒体,健康,育儿百科,育儿知识,育儿亲子,母婴用品,动漫,美容服饰,美食,情感生活","北京,东城区",男,,28764,42431,,,3
5609160880,我再要勇敢一点点,2,11,1,False,,172,72,221,,,"甘肃,天水",女,,,42140,,,2
5364522877,西瓜哈特,0,11,1,False,,954,1134,1884,SM大楼添砖搬瓦贡献者！,名人明星,河南,男,,36258,41952,,,2
5128606465,Hey贝塔,0,11,1,True,贝塔评测工作室创始人知名数码博主微博原创视频博主,927,5191080,6158,B站：Hey贝塔，商务评测合作Vx：18435122791,"相机工程师,手机党,数码达人,摄影控,太原生活","浙江,杭州",男,,狮子座,41760,,,3
3730894015,庸俗而简约的小红,3,11,1,False,,854,703,3495,育儿博主,视频音乐,北京,女,,36264,41506,,,2
3486180151,子木聊房,0,11,1,True,知名房产博主头条文章作者,320,472686,3949,优质房产领域创作者,,"北京,东城区",男,,天蝎座,41417,,北京大学,0
3300626724,鹅组每日速报,0,11,1,True,知名娱乐博主微博故事原创作者娱乐综艺视频自媒体,823,2852552,23832,"娱乐圈,合作私信","其他生活,名人明星",广东,男,,,41397,,广州商学院,3
2194868354,科技疯汇,0,11,1,True,知名数码博主互联网观察者微博原创视频博主头条文章作者微博签约自媒体,1306,2712282,30089,科技、互联网、数码,"互联网,数码,科技,音乐","广东,广州",男,,,40719,,广东工业大学,3
2115034114,娱乐明星团,0,11,1,True,知名娱乐博主微博娱评团成员娱乐综艺视频自媒体,620,6206983,29745,合作qq：16038986,"娱乐,名人明星,娱乐新闻,八卦,明星娱乐","北京,东城区",女,,,40659,,,3
1984596001,虫二姑娘,0,11,1,False,,220,297894,1754,妊娠糖尿病了，从此东北不甜,"连接服务器失败,90后",海外,女,,44097,40596,,,2
1947349427,新右卫门酷露露,4,11,1,False,,360,1663,2273,何事惊慌,五月天,"海外,澳大利亚",女,,,40576,,,2
1773324324,IT科技数码达人,0,11,2,True,知名数码博主资讯视频自媒体,537,2490750,6696,IT数码发烧友聚集地！,"数码达人,互联网,安卓,摄影,时尚,科技,IT数码,手机平板电脑,苹果iphoneipad","广东,深圳",男,,,40388,,浙江教育学院,3
1772744045,东临笑_念三川,2,11,1,False,,1030,231531,10638,老子不睡,,其他,女,,39078,40827,,,1
1769802495,IcyGong,0,11,1,False,,565,992,3265,,,"北京,东城区",女,,,40366,,华北电力大学（北京）,2
1746743117,正人力天,5,11,1,True,微博股评师知名财经博主头条文章作者,129,56811,75518,用智慧管理自己，用知识获取财富。,新闻趣事,"陕西,西安",男,,,41487,,西安外事学院,3
1730094672,爱莉丝RUN,0,11,1,True,知名数码博主微博VLOG博主微博原创视频博主,977,1666923,8352,爱科技，爱音乐。念两句诗，幽默一番，讲两句广东话。寻求合作请私信。,"音乐,数码,科技",广东 广州,女,,,40282,,华南师范大学,3
1380043712,全球评点,0,11,1,False,,2322,100098,52257,某知名IT公司总裁,外貌协会,北京,男,,31481,40236,某知名IT公司总裁,,2
7323639338,阿迪家的安利猫,0,10,1,True,美食博主,85,398324,2050,队长是会让你变胖的人，骗你养宠物的人。爱吃喝、更爱宠物。（安利好物分享，关键抽奖福利）,"探店,美食达人,吃喝玩乐,上海人",上海,男,,36312,43758,,上海中医药大学,3
7224974833,nan,0,10,1,True,动漫博主,62,41837,237,世界很美，我画给你看。,,海外,女,,天秤座,43654,,,0
7194721920,军事聚焦,0,10,1,True,军事博主,210,490461,2287,,,其他,男,,,43631,,,1
6508512397,首席内幕官,0,10,1,True,知名职场博主头条文章作者,1152,1081485,7092,大厂八卦集散中心、职场情感解忧小站、职场难题投稿箱、吃瓜群众聚会胜地，欢迎投稿，跟我一起上天。,移动互联网,北京,男,,32894,43175,,清华大学,3
6176801801,师姐小记,0,10,1,True,娱乐博主,,,,个人闲聊博，不必太当真。工作vx：xinyibai777,"自恋,驴友,手工,诗词",北京,女,,44159,42838,,,3
5982151506,奶糖甜心兮,2,10,1,True,娱乐博主陈立农超话粉丝大咖,407,2189,23472,做自己就行💕,,江苏,女,,36585,42567,,南京财经大学,0
5603237555,空耳同传君,0,10,1,True,微博视频博主微博签约自媒体视频自媒体,1395,1082844,15287,"视频翻译爱好者,政治控,考据癖,墙头人,外语幻听症患者。欢迎投稿和转发，欢迎找我做新闻配视频业务","月神仰慕者,骑墙党,新闻宅,工科男,字幕菌,翻译爱好者,视频控,政治控","广东,广州",男,,43969,42132,,,3
5492642119,金融圈头条,1,10,1,True,财经博主,104,138805,4195,,八卦杂谈,广东,男,,29221,42027,,,0
5267942841,巨星研究社,0,10,1,True,知名娱乐博主,345,11465892,16649,知名综艺博主,"摄影师,潮人,音樂,旅游美食爱好者,模特,感性,爱唱歌,时尚潮流,音乐达人",上海,女,,33829,41877,,,3
2774365937,圈内爆姐,0,10,1,True,微博电视团成员知名娱乐博主娱乐综艺视频自媒体,754,5018691,13415,知名娱乐账号~,"明星,八卦,娱乐",北京 朝阳区,女,,,41095,,北京电影学院,3
2759443927,囧囧圆呀,1,10,1,False,,1180,186,3,风清云淡,游戏动漫,"宁夏,银川",女,,31480,41080,,,2
2701398457,304兔妈妈,0,10,1,False,,,,,曾经是一个304不锈钢妈妈，未来依然努力为了所爱的你们遮风挡雨,,"广东,深圳",女,,双鱼座,41109,,,2
2667922521,IT大智,0,10,1,True,知名数码博主微博牧场计划合作达人头条文章作者微博签约自媒体,,,,,,,,,,,,,1
2661549585,历下检察,1,10,1,True,济南市历下区人民检察院官方微博,520,22755,34635,这是济南市历下区人民检察院的官方微博，是一个交流沟通的平台，也是一个对策咨询的平台，更是一个联系群众...,检察院,,,,,,,,4
2565653290,互联网策评,0,10,2,False,,187,2056865,971,聚焦互联网领域的行业思考和产品体验！联系方式：yuan-yuan676,"手机,互联网,科技,IT数码","上海,黄浦区",男,,35454,40874,,,2
2411899641,浅纹,14,10,1,False,,242,301,1903,“我是你未杀死的女巫的女儿。”,,湖北,女,,37943,40831,,,2
2152899353,爱吃瓜的Jimmy,0,10,1,True,视频博主,490,59911,8055,港台及海外时事新闻搬运,"台湾,军事爱好者,时事,香港",上海,男,,天秤座,40692,,,3
2150016685,潮流数码E族,0,10,2,True,北京潮流数码科技有限公司总经理,315,2443057,4581,潮流数码，时尚生活，欢迎关注！,"科技数码,ipad3,智能手机,苹果ipad,iphone5,iphone4,科技改变生活,时尚潮流数码,IT数码",广东,女,,,40690,,北京航空航天大学,3
2127460165,中国日报网,0,10,1,True,中国日报网官方微博,208,4654252,49668,,报纸-专业报,,,,,,,,4
1988563285,上海长安网,0,10,1,True,中共上海市委政法委员会官方微博,347,123039,24893,网罗政法资讯关注法治民生,党委-政法委,,,,,,,,4
1972084374,云球白丁,0,10,1,False,,229,38050,1235,资深IT人士，长篇科幻《云球》作者,,北京,男,,26108,41707,,同济大学,2
1902652273,俞天时KOZAY,0,10,1,True,🏆魔都大帝🏆音乐人/K.O.O.D主理人商业/文化合作经纪电话/微信：18600512250,579,353023,1390,🏆魔都大帝🏆音乐人/K.O.O.D主理人商业/文化合作经纪电话/微信：18600512250,,,,,,,,,1
1892348740,吴小平,0,10,1,True,财经博主头条文章作者,551,372128,4373,,"自媒体,财经与股市,股票分析,财经金融,股票,证券,投資理財",北京,男,,狮子座,40524,,长江商学院,3
1856902277,周小鹏婚恋专家,0,10,1,True,头条文章作者微博签约自媒体,412,343648,6018,"商业合作电话:,15992311139。,,,咨询婚姻情感问题，寻求心理咨询师帮助，欢迎添加小鹏姐姐微信,,,aiwm-0070","爱情语录,婚姻情感,爱商,婚姻家庭咨询师,心理咨询,百合网","北京,朝阳区",女,,金牛座,40494,,中国科学院心理研究所,3
1793040270,isAjun姚阿俊,0,10,1,True,音乐博主,464,139377,387,从今以后认认真真做个随意的普通人,"音乐爱好者,唱作歌手,原创音乐人","海外,英国",男,,44006,40405,,,3
1740298845,勇敢勇敢再勇敢L,0,10,1,False,,3257,11128,43497,不够勇敢（暗恋她六年）,,上海,男,,,40309,,,2
1739628971,浪漫小张,1,10,1,True,摄影师张家诚,841,1205696,3152,作品在instagram：lesliezhang1992,,上海,男,,天秤座,40307,,,0
